C1,C2,C3,C4,C5,C6,C7,C8,Confirmed,Country/Region,Date,Deaths,preinflex,peak,postinflex,estagio
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,34.0,Afghanistan,03/24/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,Afghanistan,03/25/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,Afghanistan,03/26/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,Afghanistan,03/27/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Afghanistan,03/28/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,Afghanistan,03/29/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,50.0,Afghanistan,03/30/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,Afghanistan,03/31/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,63.0,Afghanistan,04/01/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,36.0,Afghanistan,04/02/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,Afghanistan,04/03/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,Afghanistan,04/04/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,Afghanistan,04/05/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,Afghanistan,04/06/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,Afghanistan,04/07/2020,3.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,Afghanistan,04/08/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,Afghanistan,04/09/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,Afghanistan,04/10/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,Afghanistan,04/11/2020,3.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0,Afghanistan,04/12/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.0,Afghanistan,04/13/2020,3.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.0,Afghanistan,04/14/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,Afghanistan,04/15/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,Afghanistan,04/16/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,Afghanistan,04/17/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,Afghanistan,04/18/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0,Afghanistan,04/19/2020,3.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,Afghanistan,04/20/2020,3.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,Afghanistan,04/21/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84.0,Afghanistan,04/22/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,103.0,Afghanistan,04/23/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,Afghanistan,04/24/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.0,Afghanistan,04/25/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0,Afghanistan,04/26/2020,3.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172.0,Afghanistan,04/27/2020,7.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0,Afghanistan,04/28/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,111.0,Afghanistan,04/29/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,232.0,Afghanistan,04/30/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,164.0,Afghanistan,05/01/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,134.0,Afghanistan,05/02/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,235.0,Afghanistan,05/03/2020,13.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,190.0,Afghanistan,05/04/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,330.0,Afghanistan,05/05/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.0,Afghanistan,05/06/2020,9.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,171.0,Afghanistan,05/07/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,215.0,Afghanistan,05/08/2020,3.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,255.0,Afghanistan,05/09/2020,6.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,369.0,Afghanistan,05/10/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,285.0,Afghanistan,05/11/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276.0,Afghanistan,05/12/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,263.0,Afghanistan,05/13/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,413.0,Afghanistan,05/14/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,414.0,Afghanistan,05/15/2020,17.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,349.0,Afghanistan,05/16/2020,15.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,262.0,Afghanistan,05/17/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,408.0,Afghanistan,05/18/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,581.0,Afghanistan,05/19/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,492.0,Afghanistan,05/20/2020,9.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,531.0,Afghanistan,05/21/2020,6.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,540.0,Afghanistan,05/22/2020,12.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,782.0,Afghanistan,05/23/2020,11.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,584.0,Afghanistan,05/24/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,591.0,Afghanistan,05/25/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,658.0,Afghanistan,05/26/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,625.0,Afghanistan,05/27/2020,7.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,580.0,Afghanistan,05/28/2020,8.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,623.0,Afghanistan,05/29/2020,11.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,866.0,Afghanistan,05/30/2020,3.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,680.0,Afghanistan,05/31/2020,8.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,545.0,Afghanistan,06/01/2020,8.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,759.0,Afghanistan,06/02/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,758.0,Afghanistan,06/03/2020,24.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,787.0,Afghanistan,06/04/2020,6.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,915.0,Afghanistan,06/05/2020,9.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,582.0,Afghanistan,06/06/2020,18.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,791.0,Afghanistan,06/07/2020,30.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,575.0,Afghanistan,06/08/2020,12.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,542.0,Afghanistan,06/09/2020,15.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,683.0,Afghanistan,06/10/2020,21.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,748.0,Afghanistan,06/11/2020,21.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,656.0,Afghanistan,06/12/2020,20.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,556.0,Afghanistan,06/13/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,664.0,Afghanistan,06/14/2020,20.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,761.0,Afghanistan,06/15/2020,7.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,783.0,Afghanistan,06/16/2020,13.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,564.0,Afghanistan,06/17/2020,13.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,658.0,Afghanistan,06/18/2020,42.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,346.0,Afghanistan,06/19/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,546.0,Afghanistan,06/20/2020,21.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,409.0,Afghanistan,06/21/2020,12.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,324.0,Afghanistan,06/22/2020,17.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,324.0,Afghanistan,06/23/2020,20.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159.0,Afghanistan,06/24/2020,21.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,535.0,Afghanistan,06/25/2020,36.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276.0,Afghanistan,06/26/2020,8.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165.0,Afghanistan,06/27/2020,20.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,351.0,Afghanistan,06/28/2020,18.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,271.0,Afghanistan,06/29/2020,12.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,279.0,Afghanistan,06/30/2020,13.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,319.0,Afghanistan,07/01/2020,28.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,186.0,Afghanistan,07/02/2020,33.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,302.0,Afghanistan,07/03/2020,12.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,348.0,Afghanistan,07/04/2020,7.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,279.0,Afghanistan,07/05/2020,38.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,239.0,Afghanistan,07/06/2020,34.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.0,Afghanistan,07/07/2020,22.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,210.0,Afghanistan,07/08/2020,16.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,314.0,Afghanistan,07/09/2020,21.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,286.0,Afghanistan,07/10/2020,14.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172.0,Afghanistan,07/11/2020,23.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,Afghanistan,07/12/2020,16.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Afghanistan,07/13/2020,2.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,285.0,Afghanistan,07/14/2020,36.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,254.0,Afghanistan,07/15/2020,46.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0,Afghanistan,07/16/2020,19.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159.0,Afghanistan,07/17/2020,34.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,Afghanistan,07/18/2020,17.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,174.0,Afghanistan,07/19/2020,17.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,Afghanistan,07/20/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.0,Afghanistan,07/21/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.0,Afghanistan,07/22/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,201.0,Afghanistan,07/23/2020,21.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0,Afghanistan,07/24/2020,14.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,Afghanistan,07/25/2020,23.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121.0,Afghanistan,07/26/2020,11.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,106.0,Afghanistan,07/27/2020,10.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,105.0,Afghanistan,07/28/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,103.0,Afghanistan,07/29/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,Afghanistan,07/30/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0,Afghanistan,07/31/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,Afghanistan,08/01/2020,11.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Afghanistan,08/02/2020,1.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,Afghanistan,08/03/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,Afghanistan,08/04/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.0,Afghanistan,08/05/2020,6.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,Afghanistan,08/06/2020,4.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,Afghanistan,08/07/2020,9.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,Afghanistan,08/08/2020,5.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Afghanistan,08/09/2020,0.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,108.0,Afghanistan,08/10/2020,16.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0,Afghanistan,08/11/2020,16.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0,Afghanistan,08/12/2020,10.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0,Afghanistan,08/13/2020,9.0,79,101,123,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Afghanistan,08/14/2020,0.0,79,101,123,5.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,120.0,Afghanistan,08/15/2020,7.0,79,101,123,5.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,45.0,Afghanistan,08/16/2020,5.0,79,101,123,5.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,Afghanistan,08/17/2020,0.0,79,101,123,5.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Afghanistan,08/18/2020,0.0,79,101,123,5.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Afghanistan,08/19/2020,0.0,79,101,123,5.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,257.0,Afghanistan,08/20/2020,10.0,79,101,123,5.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,38.0,Afghanistan,08/21/2020,0.0,79,101,123,5.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,59.0,Afghanistan,08/22/2020,0.0,79,101,123,5.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,46.0,Afghanistan,08/23/2020,2.0,79,101,123,5.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,55.0,Afghanistan,08/24/2020,2.0,79,101,123,5.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,16.0,Afghanistan,08/25/2020,8.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,Afghanistan,08/26/2020,4.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,Afghanistan,08/27/2020,0.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,Afghanistan,08/28/2020,1.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Afghanistan,08/29/2020,0.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,Afghanistan,08/30/2020,0.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Afghanistan,08/31/2020,0.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,Afghanistan,09/01/2020,4.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,Afghanistan,09/02/2020,3.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,Afghanistan,09/03/2020,0.0,79,101,123,5.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,Afghanistan,09/04/2020,0.0,79,101,123,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Angola,03/20/2020,0.0,117,157,197,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Angola,03/21/2020,0.0,117,157,197,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Angola,03/22/2020,0.0,117,157,197,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Angola,03/23/2020,0.0,117,157,197,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Angola,03/24/2020,0.0,117,157,197,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Angola,03/25/2020,0.0,117,157,197,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Angola,03/26/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,03/27/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,03/28/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,03/29/2020,2.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,03/30/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,03/31/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,04/01/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/02/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/03/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,04/04/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Angola,04/05/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,04/06/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Angola,04/07/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Angola,04/08/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/09/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/10/2020,0.0,117,157,197,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Angola,04/11/2020,0.0,117,157,197,4.0
